accenumb,campaign,days_to_heading,thousand_kernel_weight,plant_height
C0100129,1986-1987,232,43,93.5
C0100141,1986-1987,230,41.9,80.38
C0100143,1986-1987,231,42,80.13
C0100151,1986-1987,225,45.9,70.88
C0100157,1986-1987,231,40.6,93.75
C0100158,1986-1987,231,45.2,87.5
C0100224,1986-1987,225,35.8,82.15
C0100265,1986-1987,235,37.7,116.5
C0100269,1986-1987,240,51.8,97.75
C0100300,1986-1987,232,43.6,80.25
C0100325,1986-1987,231,46.2,106.5
C0100345,1986-1987,223,45.2,74.5
C0100381,1986-1987,241,41.6,77.63
C0100422,1986-1987,229,40.5,70.25
C0100427,1986-1987,228,43.7,69.25
C0100572,1986-1987,230,41.3,86.13
C0100588,1986-1987,228,48.3,83.63
C0100617,1986-1987,242,46.3,78.63
C0101254,1986-1987,237,40.6,90.13
C0101423,1986-1987,230,41.5,96
C0101505,1986-1987,241,44.5,89.88
C0101593,1986-1987,232,48.2,113.88
C0101636,1986-1987,228,36,66.25
C0101638,1986-1987,224,30.1,64.25
C0101639,1986-1987,238,39.4,94.75
C0101647,1986-1987,232,47.9,90.25
C0101665,1986-1987,229,40.5,78.5
C0101666,1986-1987,228,36.7,76.13
C0101666,1986-1987,225,32,67.75
C0103440,1986-1987,229,38,86.75
C0103661,1986-1987,239,41.9,98.75
C0100155,1990-1991,233,44.7,72.63
C0100218,1990-1991,233,36.1,93.75
C0100233,1990-1991,231,38,82.63
C0100258,1990-1991,296,44.7,110.25
C0100261,1990-1991,295,42.9,77.38
C0100284,1990-1991,269,34.9,94.25
C0100287,1990-1991,234,40.8,84.38
C0100292,1990-1991,237,46.5,101.25
C0100338,1990-1991,298,37.4,98.38
C0100341,1990-1991,299,38.4,99.38
C0100366,1990-1991,233,43.2,90.5
C0100368,1990-1991,234,48.6,81.38
C0100370,1990-1991,236,43.2,78.63
C0100374,1990-1991,236,44.8,89.88
C0100375,1990-1991,236,44.5,86
C0100484,1990-1991,233,40.2,75.25
C0100486,1990-1991,248,43.8,93.38
C0100498,1990-1991,299,35.1,98
C0100507,1990-1991,296,41.7,101.13
C0100513,1990-1991,245,40.3,83.75
C0100522,1990-1991,298,47.2,110.88
C0100526,1990-1991,298,43.5,104
C0100527,1990-1991,292,44.4,104.38
C0100533,1990-1991,240,45.4,72.63
C0100534,1990-1991,238,42.6,78.13
C0100606,1990-1991,246,42.2,94.13
C0100728,1990-1991,239,43.5,65.75
C0101026,1990-1991,231,38.3,76.88
C0101118,1990-1991,247,47,91
C0101593,1990-1991,298,45.9,119.88
C0101636,1990-1991,246,44.2,90.25
C0101638,1990-1991,238,40.8,85.25
C0101639,1990-1991,251,40.2,110.75
C0101647,1990-1991,238,45.1,87.88
C0101647,1990-1991,257,45.2,104.25
C0101665,1990-1991,248,48,98.25
C0101666,1990-1991,288,39,78.63
C0101666,1990-1991,241,46.6,92
C0101726,1990-1991,233,51.9,78.75
C0102738,1990-1991,247,41.9,97.5
C0103441,1990-1991,242,50.4,100.25
C0100059,1991-1992,NA,38,85.17
C0100393,1991-1992,NA,38.55,119
C0100554,1991-1992,NA,39.4,91
C0100589,1991-1992,NA,43.8,98.17
C0100609,1991-1992,NA,29.6,76.67
C0100611,1991-1992,NA,35.2,76.75
C0100625,1991-1992,NA,47.5,80
C0100638,1991-1992,NA,42.1,85.34
C0100681,1991-1992,NA,39.45,117.34
C0100682,1991-1992,NA,40.6,121.17
C0100683,1991-1992,NA,37,92.5
C0100684,1991-1992,NA,40.75,99.67
C0100686,1991-1992,NA,39.55,99.5
C0100687,1991-1992,NA,39.2,103.84
C0100688,1991-1992,NA,43.8,99.84
C0100690,1991-1992,NA,56.6,91.67
C0100691,1991-1992,NA,33,93.5
C0100692,1991-1992,NA,40.5,117.17
C0100694,1991-1992,NA,47.75,97.5
C0100696,1991-1992,NA,39.2,90.5
C0100697,1991-1992,NA,NA,99.67
C0100698,1991-1992,NA,41.2,92.25
C0100700,1991-1992,NA,42.5,110.5
C0100703,1991-1992,NA,35.4,119.83
C0100704,1991-1992,NA,40.55,109
C0100707,1991-1992,NA,33.85,87.5
C0100708,1991-1992,NA,NA,100
C0100708,1991-1992,NA,34.95,93
C0100709,1991-1992,NA,44,95.25
C0100716,1991-1992,NA,45.9,86.75
C0100718,1991-1992,NA,41.25,106.84
C0100719,1991-1992,NA,36.35,122
C0100720,1991-1992,NA,37.7,105.5
C0100723,1991-1992,NA,39.8,83.5
C0100724,1991-1992,NA,38.4,85.34
C0100725,1991-1992,NA,42.45,90.84
C0100726,1991-1992,NA,34.9,78.5
C0100727,1991-1992,NA,NA,99.17
C0100729,1991-1992,NA,NA,87.67
C0100731,1991-1992,NA,44.3,85.5
C0100732,1991-1992,NA,NA,70.5
C0100733,1991-1992,NA,34.4,126.83
C0100734,1991-1992,NA,NA,77.67
C0100735,1991-1992,NA,NA,93.84
C0100736,1991-1992,NA,46.4,71.75
C0100742,1991-1992,NA,33.05,184.67
C0100746,1991-1992,NA,40.95,99.34
C0100747,1991-1992,NA,31.6,89.67
C0100752,1991-1992,NA,48.95,101.34
C0100754,1991-1992,NA,NA,84.67
C0100757,1991-1992,NA,NA,87.34
C0100759,1991-1992,NA,NA,99
C0100764,1991-1992,NA,43.6,81.67
C0100765,1991-1992,NA,40.45,99.17
C0100767,1991-1992,NA,43.6,94
C0100769,1991-1992,NA,42,79.25
C0100770,1991-1992,NA,42.7,111.5
C0100771,1991-1992,NA,42.5,73.75
C0100772,1991-1992,NA,35.7,93.67
C0100773,1991-1992,NA,42.3,89.67
C0100775,1991-1992,NA,43.6,80.5
C0100776,1991-1992,NA,42.2,91
C0100777,1991-1992,NA,42.2,74.5
C0100779,1991-1992,NA,39.5,93
C0100782,1991-1992,NA,39.6,93.5
C0100796,1991-1992,NA,34.3,78.84
C0100797,1991-1992,NA,30.7,85.67
C0100798,1991-1992,NA,44.9,86.84
C0100799,1991-1992,NA,32.6,72.34
C0100800,1991-1992,NA,39.4,88.5
C0100802,1991-1992,NA,NA,88.17
C0100804,1991-1992,NA,41.5,90
C0100807,1991-1992,NA,45.1,85.5
C0100808,1991-1992,NA,NA,104.17
C0100814,1991-1992,NA,NA,108.5
C0100816,1991-1992,NA,38.55,106
C0100823,1991-1992,NA,28.6,77
C0100824,1991-1992,NA,45.4,105.17
C0100826,1991-1992,NA,30.9,85
C0100827,1991-1992,NA,36,89.84
C0100828,1991-1992,NA,39.9,78.67
C0100829,1991-1992,NA,44.15,110.17
C0100834,1991-1992,NA,37.1,87
C0100835,1991-1992,NA,41.9,91.75
C0100839,1991-1992,NA,39.5,84.34
C0100840,1991-1992,NA,38.4,87.5
C0100851,1991-1992,NA,49.7,98
C0100856,1991-1992,NA,44.3,97
C0100857,1991-1992,NA,38.05,92.5
C0100858,1991-1992,NA,42.7,98
C0100859,1991-1992,NA,39.7,86
C0100860,1991-1992,NA,45.8,71
C0100863,1991-1992,NA,41.1,90.5
C0100873,1991-1992,NA,36.4,96.67
C0100886,1991-1992,NA,50.6,78
C0100889,1991-1992,NA,NA,99.17
C0100890,1991-1992,NA,36.5,93.5
C0100891,1991-1992,NA,34.65,102
C0100893,1991-1992,NA,39.1,101.17
C0100895,1991-1992,NA,39.65,106.67
C0100899,1991-1992,NA,NA,69.67
C0100900,1991-1992,NA,NA,92.33
C0100903,1991-1992,NA,40.2,84.25
C0100904,1991-1992,NA,37.4,94.84
C0100905,1991-1992,NA,39.5,98.17
C0100906,1991-1992,NA,36.6,87.33
C0100907,1991-1992,NA,46.1,83.5
C0100912,1991-1992,NA,32.2,73
C0100915,1991-1992,NA,NA,82.5
C0100916,1991-1992,NA,NA,84.34
C0100918,1991-1992,NA,NA,81.33
C0100921,1991-1992,NA,36,81.75
C0100923,1991-1992,NA,35.9,95.25
C0100924,1991-1992,NA,NA,110.5
C0100926,1991-1992,NA,40.25,90.5
C0100927,1991-1992,NA,NA,105.17
C0100928,1991-1992,NA,NA,121.5
C0100929,1991-1992,NA,39.9,90.5
C0100934,1991-1992,NA,NA,79.34
C0100981,1991-1992,NA,NA,82.83
C0101001,1991-1992,NA,37.4,116.83
C0101017,1991-1992,NA,43.45,96
C0101018,1991-1992,NA,38.9,110.17
C0101047,1991-1992,NA,NA,83.84
C0101049,1991-1992,NA,43.6,102.34
C0101114,1991-1992,NA,37.65,117
C0101647,1991-1992,NA,41.6,98.67
C0101647,1991-1992,NA,NA,99.84
C0101647,1991-1992,NA,41.4,93.25
C0101654,1991-1992,NA,39.5,93.92
C0101654,1991-1992,NA,NA,98.84
C0101654,1991-1992,NA,43.1,88.25
C0100045,1993-1994,229,NA,73.75
C0100126,1993-1994,NA,48.3,93.25
C0100161,1993-1994,NA,50.3,97
C0100830,1993-1994,NA,32.2,70
C0100908,1993-1994,NA,37.3,78
C0100909,1993-1994,NA,38.6,79
C0100969,1993-1994,NA,43.8,95.5
C0101309,1993-1994,NA,37.6,96.75
C0101310,1993-1994,NA,43.2,96.5
C0101311,1993-1994,NA,35.3,83.75
C0101312,1993-1994,NA,39.9,95.25
C0101315,1993-1994,NA,44.4,84.75
C0101316,1993-1994,NA,43.1,85.5
C0101319,1993-1994,NA,36.7,94.24
C0101320,1993-1994,NA,36.2,92
C0101321,1993-1994,NA,42.3,89.25
C0101323,1993-1994,NA,26.9,90
C0101324,1993-1994,NA,37.6,80
C0101325,1993-1994,NA,46.4,87.5
C0101326,1993-1994,NA,42.2,84
C0101327,1993-1994,NA,46,88.25
C0101329,1993-1994,NA,36.6,91.25
C0101330,1993-1994,NA,43.6,93.25
C0101331,1993-1994,NA,45.7,100
C0101332,1993-1994,NA,45.3,86
C0101333,1993-1994,NA,40.5,89.25
C0101334,1993-1994,NA,38.9,87.25
C0101335,1993-1994,NA,37.9,79.75
C0101338,1993-1994,NA,37.9,97.5
C0101340,1993-1994,NA,37.8,84.25
C0101344,1993-1994,NA,36.9,84.5
C0101345,1993-1994,NA,39.2,95.75
C0101347,1993-1994,NA,44.6,98.25
C0101351,1993-1994,NA,37.2,91
C0101369,1993-1994,NA,40.3,92
C0101370,1993-1994,NA,44.3,107.25
C0101371,1993-1994,NA,50.3,83.25
C0101378,1993-1994,NA,42.3,99.5
C0101388,1993-1994,NA,44.7,91.5
C0101393,1993-1994,NA,32,110.75
C0101395,1993-1994,NA,34.8,89
C0101404,1993-1994,NA,40.8,101.25
C0101405,1993-1994,NA,40.8,92
C0101407,1993-1994,NA,40.4,80.25
C0101409,1993-1994,NA,48.5,88.75
C0101413,1993-1994,NA,43.6,81.25
C0101416,1993-1994,NA,44.2,82.5
C0101418,1993-1994,NA,48.3,88.25
C0101421,1993-1994,NA,44.9,87.75
C0101422,1993-1994,NA,42.2,107.25
C0101425,1993-1994,NA,37.1,91
C0101429,1993-1994,NA,44.7,98.25
C0101432,1993-1994,NA,41.9,98.75
C0101433,1993-1994,NA,43.4,90
C0101434,1993-1994,NA,47.9,113
C0101435,1993-1994,NA,42.9,99.75
C0101448,1993-1994,NA,45.3,101
C0101451,1993-1994,NA,43.9,96
C0101452,1993-1994,NA,36.9,108.5
C0101462,1993-1994,NA,37.6,94.5
C0101467,1993-1994,NA,43,90.25
C0101474,1993-1994,NA,45.3,87
C0101477,1993-1994,NA,35.2,78.5
C0101588,1993-1994,NA,45.4,89.75
C0101605,1993-1994,NA,37.4,94.5
C0101609,1993-1994,NA,45.5,86
C0101610,1993-1994,NA,42.5,92.5
C0101612,1993-1994,NA,36.1,78
C0101632,1993-1994,NA,42.1,87.75
C0101654,1993-1994,NA,40.9,87.13
C0101654,1993-1994,NA,42.1,91.13
C0101655,1993-1994,NA,44.7,73
C0101655,1993-1994,NA,43.2,78.75
C0101802,1993-1994,NA,45.4,115.25
C0101923,1993-1994,NA,32.9,94.5
C0102741,1993-1994,NA,32.1,89.75
C0102742,1993-1994,NA,36.2,88.25
C0102819,1993-1994,NA,46.5,86.5
C0100003,1994-1995,237,NA,83.25
C0100013,1994-1995,237,NA,77.75
C0100022,1994-1995,249,NA,129
C0100023,1994-1995,236,NA,75.33
C0100049,1994-1995,244,NA,91.67
C0100058,1994-1995,244,NA,110.33
C0100063,1994-1995,247,NA,102.25
C0100071,1994-1995,242,NA,76.25
C0100072,1994-1995,242,NA,94.75
C0100086,1994-1995,235,NA,80.67
C0100113,1994-1995,253,NA,148
C0100114,1994-1995,242,NA,97.5
C0100115,1994-1995,244,NA,92.25
C0100117,1994-1995,261,NA,134.33
C0100123,1994-1995,241,NA,105
C0100126,1994-1995,242,49.5,74.5
C0100149,1994-1995,242,NA,87.25
C0100159,1994-1995,237,NA,104
C0100160,1994-1995,234,NA,99.75
C0100162,1994-1995,242,NA,82.5
C0100163,1994-1995,237,NA,101.5
C0100164,1994-1995,237,NA,86.25
C0100169,1994-1995,247,NA,93.33
C0100171,1994-1995,242,NA,83.33
C0100180,1994-1995,237,NA,130.33
C0100184,1994-1995,244,NA,80.67
C0100188,1994-1995,242,NA,95.5
C0100195,1994-1995,237,NA,101.5
C0100201,1994-1995,247,NA,99
C0100202,1994-1995,244,NA,110.67
C0100203,1994-1995,240,NA,89
C0100206,1994-1995,244,NA,106.67
C0100215,1994-1995,244,NA,109.33
C0100217,1994-1995,237,NA,103.67
C0100221,1994-1995,247,NA,75.5
C0100222,1994-1995,237,NA,100.5
C0100230,1994-1995,236,NA,95.67
C0100232,1994-1995,247,NA,131.33
C0100234,1994-1995,244,NA,116.67
C0100236,1994-1995,237,NA,96.5
C0100246,1994-1995,247,49.2,119.75
C0100252,1994-1995,250,NA,105.33
C0100257,1994-1995,234,NA,116.25
C0100259,1994-1995,248,45,118.33
C0100272,1994-1995,249,NA,117
C0100276,1994-1995,237,NA,144.5
C0100280,1994-1995,249,NA,88
C0100285,1994-1995,248,40,135
C0100288,1994-1995,242,NA,105.75
C0100289,1994-1995,242,NA,112
C0100293,1994-1995,243,NA,132
C0100294,1994-1995,247,NA,79.33
C0100298,1994-1995,249,NA,97.25
C0100301,1994-1995,242,NA,84.75
C0100302,1994-1995,237,NA,82.25
C0100309,1994-1995,236,NA,91.67
C0100310,1994-1995,247,NA,75
C0100312,1994-1995,247,46,85
C0100318,1994-1995,255,NA,74.25
C0100319,1994-1995,244,NA,87.67
C0100320,1994-1995,244,NA,83.75
C0100322,1994-1995,251,NA,108.67
C0100323,1994-1995,249,NA,85.25
C0100330,1994-1995,229,NA,84
C0100337,1994-1995,249,NA,92.25
C0100341,1994-1995,242,NA,91
C0100346,1994-1995,249,NA,83.67
C0100348,1994-1995,242,NA,NA
C0100358,1994-1995,242,NA,92
C0100362,1994-1995,244,NA,112
C0100376,1994-1995,243,NA,85
C0100380,1994-1995,251,NA,84.62
C0100388,1994-1995,244,NA,119.33
C0100392,1994-1995,244,NA,115
C0100395,1994-1995,244,NA,98.33
C0100399,1994-1995,246,NA,120.67
C0100410,1994-1995,244,NA,114
C0100433,1994-1995,237,NA,119.75
C0100435,1994-1995,249,NA,93
C0100442,1994-1995,243,NA,82.25
C0100443,1994-1995,235,NA,79.5
C0100447,1994-1995,242,NA,78.75
C0100450,1994-1995,240,NA,105.67
C0100451,1994-1995,247,NA,142.33
C0100460,1994-1995,243,NA,89
C0100470,1994-1995,240,NA,95
C0100471,1994-1995,241,NA,91.67
C0100472,1994-1995,251,NA,137.33
C0100483,1994-1995,237,NA,91.75
C0100485,1994-1995,242,NA,97.25
C0100491,1994-1995,244,NA,91.75
C0100492,1994-1995,237,NA,92.25
C0100493,1994-1995,247,NA,92
C0100496,1994-1995,248,NA,96.5
C0100497,1994-1995,248,NA,90
C0100500,1994-1995,243,NA,106.5
C0100502,1994-1995,243,NA,98.25
C0100503,1994-1995,244,NA,95.75
C0100504,1994-1995,234,NA,94.25
C0100508,1994-1995,233,NA,85
C0100514,1994-1995,237,NA,115.75
C0100515,1994-1995,242,NA,112.25
C0100521,1994-1995,244,NA,105.25
C0100527,1994-1995,237,NA,101.5
C0100528,1994-1995,243,NA,95.25
C0100531,1994-1995,244,NA,97.67
C0100546,1994-1995,249,NA,119.67
C0100548,1994-1995,250,NA,74.75
C0100550,1994-1995,248,NA,106
C0100551,1994-1995,237,NA,106.25
C0100552,1994-1995,249,NA,111.75
C0100556,1994-1995,244,NA,112.67
C0100563,1994-1995,249,NA,136.67
C0100564,1994-1995,241,NA,82.67
C0100586,1994-1995,244,NA,117.67
C0100587,1994-1995,247,NA,127.33
C0100590,1994-1995,249,NA,96
C0100593,1994-1995,244,NA,116.67
C0100594,1994-1995,241,NA,105.33
C0100595,1994-1995,248,NA,95.5
C0100596,1994-1995,249,NA,90.25
C0100597,1994-1995,249,NA,98
C0100599,1994-1995,237,NA,113.67
C0100607,1994-1995,242,NA,84.25
C0100608,1994-1995,244,NA,86
C0100610,1994-1995,244,NA,92
C0100613,1994-1995,247,NA,100.75
C0100615,1994-1995,242,NA,92.75
C0100616,1994-1995,248,NA,92
C0100626,1994-1995,247,NA,88.67
C0100627,1994-1995,248,40.1,106
C0100627,1994-1995,NA,40.1,103.5
C0100629,1994-1995,242,NA,118
C0100630,1994-1995,237,NA,80.5
C0100631,1994-1995,247,NA,94.25
C0100632,1994-1995,244,NA,93.5
C0100633,1994-1995,238,NA,94.5
C0100639,1994-1995,237,NA,88.33
C0100641,1994-1995,238,NA,86.33
C0100642,1994-1995,237,NA,100.33
C0100644,1994-1995,242,NA,89.67
C0100648,1994-1995,242,NA,66.25
C0100650,1994-1995,240,NA,98.33
C0100651,1994-1995,244,NA,103
C0100658,1994-1995,248,NA,82.33
C0100659,1994-1995,249,NA,96.67
C0100660,1994-1995,248,39.2,125
C0100661,1994-1995,248,NA,84.75
C0100662,1994-1995,243,NA,103.25
C0100665,1994-1995,252,NA,124.33
C0100721,1994-1995,237,38.2,86.5
C0100721,1994-1995,NA,37.7,85.75
C0100753,1994-1995,242,NA,107.33
C0100761,1994-1995,240,NA,85
C0100768,1994-1995,242,NA,93.67
C0100784,1994-1995,NA,51,109
C0100822,1994-1995,247,NA,104.75
C0100861,1994-1995,NA,36.3,92.25
C0100875,1994-1995,237,NA,98.5
C0100877,1994-1995,250,40,120.33
C0100882,1994-1995,234,NA,76.67
C0100883,1994-1995,244,NA,58
C0100884,1994-1995,242,NA,84.67
C0100885,1994-1995,234,NA,75.67
C0100890,1994-1995,248,NA,99.75
C0100910,1994-1995,242,40,89.5
C0100910,1994-1995,NA,40,90
C0100930,1994-1995,242,NA,101
C0100937,1994-1995,244,NA,83.67
C0100952,1994-1995,242,40.5,89.67
C0100959,1994-1995,244,46.6,106.5
C0100959,1994-1995,NA,46.6,109
C0100974,1994-1995,249,NA,125.67
C0101018,1994-1995,247,NA,112.33
C0101019,1994-1995,242,NA,89.33
C0101020,1994-1995,242,NA,105.67
C0101021,1994-1995,242,NA,86
C0101023,1994-1995,238,NA,118
C0101025,1994-1995,237,NA,101.67
C0101027,1994-1995,237,NA,106.25
C0101028,1994-1995,247,NA,129.33
C0101030,1994-1995,242,NA,79
C0101035,1994-1995,244,NA,87
C0101036,1994-1995,242,NA,96.75
C0101037,1994-1995,248,NA,75.67
C0101038,1994-1995,248,NA,93
C0101041,1994-1995,243,NA,149
C0101042,1994-1995,242,NA,85
C0101075,1994-1995,213,NA,84.33
C0101209,1994-1995,249,NA,100.33
C0101211,1994-1995,248,NA,130.67
C0101280,1994-1995,249,NA,106.67
C0101314,1994-1995,247,NA,107.33
C0101342,1994-1995,237,NA,65.33
C0101357,1994-1995,234,NA,105.33
C0101386,1994-1995,242,NA,102.33
C0101594,1994-1995,234,NA,71
C0101595,1994-1995,242,NA,128.67
C0101598,1994-1995,237,NA,98
C0101603,1994-1995,NA,45.3,108.5
C0101654,1994-1995,NA,43.8,110.63
C0101655,1994-1995,NA,39,95
C0101677,1994-1995,247,NA,110.67
C0101678,1994-1995,237,42.2,106
C0101678,1994-1995,NA,42.2,101.25
C0101679,1994-1995,243,NA,67
C0101680,1994-1995,237,NA,80
C0101681,1994-1995,237,NA,79.33
C0101682,1994-1995,236,NA,96.33
C0101683,1994-1995,243,NA,67.67
C0101684,1994-1995,242,NA,87
C0101685,1994-1995,237,NA,84
C0101686,1994-1995,242,NA,83.67
C0101687,1994-1995,240,NA,95.33
C0101688,1994-1995,242,NA,139.67
C0101690,1994-1995,240,NA,99.67
C0101692,1994-1995,245,NA,NA
C0101693,1994-1995,242,NA,86
C0101694,1994-1995,245,NA,81.67
C0101695,1994-1995,248,NA,98.67
C0101696,1994-1995,247,NA,111
C0101697,1994-1995,243,NA,97
C0101698,1994-1995,234,NA,70.67
C0101700,1994-1995,237,NA,78
C0101701,1994-1995,237,NA,81.67
C0101702,1994-1995,234,NA,67.67
C0101703,1994-1995,249,NA,119.33
C0101704,1994-1995,247,NA,112
C0101705,1994-1995,237,NA,94.67
C0101706,1994-1995,236,NA,83.33
C0101707,1994-1995,242,NA,116.67
C0101709,1994-1995,248,NA,107.33
C0101710,1994-1995,245,NA,85.33
C0101711,1994-1995,243,NA,89.67
C0101712,1994-1995,242,NA,84.33
C0101713,1994-1995,244,NA,102.33
C0101714,1994-1995,247,NA,93.67
C0101715,1994-1995,250,NA,111.67
C0101716,1994-1995,242,NA,85.33
C0101717,1994-1995,247,NA,109
C0101718,1994-1995,237,NA,110.67
C0101721,1994-1995,245,NA,133.33
C0101722,1994-1995,243,NA,99
C0101723,1994-1995,237,NA,113
C0101724,1994-1995,258,NA,129.33
C0101725,1994-1995,242,NA,87.67
C0101726,1994-1995,245,NA,85.67
C0101727,1994-1995,234,42.9,103.33
C0101728,1994-1995,242,NA,86.33
C0101729,1994-1995,244,NA,89
C0101730,1994-1995,242,NA,96.33
C0101731,1994-1995,242,NA,99
C0101732,1994-1995,242,NA,103.33
C0101733,1994-1995,242,NA,137.67
C0101734,1994-1995,242,NA,89
C0101735,1994-1995,237,NA,82.67
C0101736,1994-1995,249,NA,111
C0101737,1994-1995,242,41.4,101.5
C0101737,1994-1995,NA,41.4,101.5
C0101738,1994-1995,244,NA,101.67
C0101739,1994-1995,234,46.8,99.17
C0101740,1994-1995,242,40.8,95
C0101740,1994-1995,NA,40.8,97
C0101743,1994-1995,239,NA,93
C0101744,1994-1995,244,NA,56.67
C0101745,1994-1995,238,NA,85.67
C0101747,1994-1995,242,NA,64.33
C0101748,1994-1995,240,NA,79
C0101749,1994-1995,242,NA,73.33
C0101750,1994-1995,237,NA,80.33
C0101751,1994-1995,238,NA,84
C0101752,1994-1995,249,NA,119.67
C0101753,1994-1995,242,NA,118.33
C0101754,1994-1995,249,37.2,122
C0101754,1994-1995,NA,37.2,123.75
C0101757,1994-1995,237,NA,83
C0101758,1994-1995,234,NA,103.33
C0101759,1994-1995,242,NA,92.33
C0101760,1994-1995,242,NA,99
C0101761,1994-1995,248,NA,88.33
C0101762,1994-1995,242,NA,89.33
C0101763,1994-1995,230,NA,93
C0101764,1994-1995,237,NA,110.33
C0101765,1994-1995,244,NA,80
C0101766,1994-1995,256,NA,122
C0101767,1994-1995,242,NA,134
C0101768,1994-1995,248,NA,134.67
C0101769,1994-1995,243,NA,131.67
C0101770,1994-1995,249,NA,144.33
C0101771,1994-1995,237,48.1,101
C0101771,1994-1995,NA,48.1,103
C0101772,1994-1995,242,NA,93.33
C0101773,1994-1995,248,NA,109
C0101776,1994-1995,242,46.2,128
C0101776,1994-1995,NA,46.2,123.75
C0101777,1994-1995,233,NA,130.33
C0101778,1994-1995,234,NA,103.67
C0101779,1994-1995,248,NA,157
C0101780,1994-1995,244,NA,143.33
C0101782,1994-1995,237,NA,104.67
C0101784,1994-1995,237,NA,103.67
C0101785,1994-1995,237,NA,80.67
C0101786,1994-1995,240,NA,147.33
C0101787,1994-1995,237,NA,104.33
C0101789,1994-1995,233,NA,101
C0101790,1994-1995,242,NA,79
C0101793,1994-1995,238,NA,139
C0101794,1994-1995,234,NA,108.33
C0101795,1994-1995,242,47.3,108
C0101795,1994-1995,NA,47.3,110
C0101796,1994-1995,237,49.8,107.5
C0101796,1994-1995,NA,49.8,111
C0101799,1994-1995,242,NA,100.67
C0101800,1994-1995,247,NA,144.67
C0101801,1994-1995,244,NA,NA
C0101803,1994-1995,249,NA,141.67
C0101804,1994-1995,237,NA,102
C0101805,1994-1995,242,NA,99.33
C0101806,1994-1995,242,40.8,126.5
C0101806,1994-1995,NA,40.8,119.25
C0101807,1994-1995,238,NA,83.67
C0101809,1994-1995,242,NA,113
C0101811,1994-1995,244,NA,86.67
C0101813,1994-1995,247,NA,107.33
C0101814,1994-1995,247,NA,89.67
C0101815,1994-1995,243,NA,92.33
C0101816,1994-1995,234,NA,88.33
C0101817,1994-1995,243,NA,100
C0101818,1994-1995,237,NA,103.67
C0101819,1994-1995,247,NA,110
C0101822,1994-1995,240,NA,66.67
C0101823,1994-1995,244,NA,134.67
C0101826,1994-1995,244,43.4,123.5
C0101826,1994-1995,NA,43.4,117.25
C0101827,1994-1995,244,43.7,130
C0101827,1994-1995,NA,43.7,119.5
C0101830,1994-1995,248,40.5,122
C0101830,1994-1995,NA,40.5,123
C0101832,1994-1995,244,NA,101.67
C0101833,1994-1995,NA,42.5,125.75
C0101835,1994-1995,NA,43.6,94.25
C0101836,1994-1995,244,NA,111
C0101837,1994-1995,247,NA,132.67
C0101838,1994-1995,248,40.6,120.5
C0101838,1994-1995,NA,40.6,120.75
C0101839,1994-1995,237,42.6,123
C0101839,1994-1995,NA,42.6,117.5
C0101840,1994-1995,244,43.9,129.25
C0101840,1994-1995,NA,43.9,129.25
C0101842,1994-1995,256,33.9,129
C0101842,1994-1995,NA,33.9,131
C0101843,1994-1995,254,39.5,126
C0101843,1994-1995,NA,39.5,128.75
C0101845,1994-1995,242,36.8,107
C0101845,1994-1995,NA,36.8,103.5
C0101846,1994-1995,244,47.1,98.5
C0101846,1994-1995,NA,47.1,99.75
C0101847,1994-1995,249,37.4,126.5
C0101848,1994-1995,248,32.4,100.5
C0101848,1994-1995,NA,32.4,101.75
C0101849,1994-1995,249,41.1,113
C0101849,1994-1995,NA,41.1,117.75
C0101850,1994-1995,248,39.9,117.5
C0101850,1994-1995,NA,39.9,115.75
C0101851,1994-1995,NA,40.1,115.75
C0101853,1994-1995,244,NA,105.67
C0101855,1994-1995,249,NA,133.33
C0101856,1994-1995,248,32,124
C0101856,1994-1995,NA,32,126
C0101857,1994-1995,236,NA,90
C0101858,1994-1995,237,36.3,96.5
C0101858,1994-1995,NA,36.3,92.25
C0101859,1994-1995,243,NA,92.67
C0101861,1994-1995,NA,43.6,105
C0101862,1994-1995,251,NA,91
C0101864,1994-1995,249,NA,101
C0101873,1994-1995,248,38.9,113.17
C0101876,1994-1995,237,34.2,87
C0101877,1994-1995,242,42.7,106
C0101878,1994-1995,249,31.5,102.67
C0101880,1994-1995,247,43.7,100.5
C0101881,1994-1995,248,43.9,95
C0101882,1994-1995,247,42.6,127.33
C0101884,1994-1995,250,45.3,151
C0101885,1994-1995,249,41.8,150.33
C0101887,1994-1995,235,41.9,105.67
C0101888,1994-1995,244,41.3,111.33
C0101889,1994-1995,248,37.2,124.67
C0101890,1994-1995,237,37.1,107.67
C0101891,1994-1995,237,44.4,116.33
C0101892,1994-1995,249,42.3,120
C0101893,1994-1995,237,42.3,109.33
C0101894,1994-1995,250,33.8,98
C0101895,1994-1995,249,32.8,124
C0101897,1994-1995,249,36.2,127.33
C0101898,1994-1995,248,35.9,119.33
C0101899,1994-1995,237,43.9,118.33
C0101900,1994-1995,242,43.2,108.67
C0101901,1994-1995,248,46.7,125.33
C0101902,1994-1995,248,41.8,120.67
C0101903,1994-1995,248,38.3,97
C0101904,1994-1995,256,40.9,131
C0101905,1994-1995,248,42.1,127.68
C0101906,1994-1995,250,35.2,113.83
C0101907,1994-1995,249,40.5,118.33
C0101908,1994-1995,234,46.7,101.67
