accenumb,campaign,days_to_heading
IG 110866,2019-2020,117
IG 110868,2019-2020,122
IG 110878,2019-2020,99
IG 110883,2019-2020,91
IG 110885,2019-2020,116
IG 110892,2019-2020,99
IG 110894,2019-2020,111
IG 110897,2019-2020,123
IG 110901,2019-2020,111
IG 110903,2019-2020,130
IG 110908,2019-2020,129
IG 110910,2019-2020,127
IG 113059,2019-2020,109
IG 113110,2019-2020,106
IG 116189,2019-2020,128
IG 117965,2019-2020,124
IG 118699,2019-2020,122
IG 118700,2019-2020,120
IG 118707,2019-2020,124
IG 118709,2019-2020,124
IG 118712,2019-2020,124
IG 118715,2019-2020,124
IG 118718,2019-2020,98
IG 118727,2019-2020,124
IG 118730,2019-2020,124
IG 118731,2019-2020,125
IG 118742,2019-2020,121
IG 118748,2019-2020,127
IG 118749,2019-2020,120
IG 118750,2019-2020,120
IG 118752,2019-2020,117
IG 118762,2019-2020,118
IG 118766,2019-2020,120
IG 118768,2019-2020,115
IG 118790,2019-2020,124
IG 118804,2019-2020,124
IG 118805,2019-2020,118
IG 118806,2019-2020,127
IG 118808,2019-2020,120
IG 118809,2019-2020,120
IG 118814,2019-2020,144
IG 118819,2019-2020,121
IG 118824,2019-2020,141
IG 118825,2019-2020,139
IG 118826,2019-2020,140
IG 118836,2019-2020,138
IG 118842,2019-2020,124
IG 118846,2019-2020,132
IG 118847,2019-2020,140
IG 118849,2019-2020,144
IG 118854,2019-2020,124
IG 118866,2019-2020,119
IG 118868,2019-2020,114
IG 118870,2019-2020,117
IG 118871,2019-2020,118
IG 118874,2019-2020,118
IG 118875,2019-2020,118
IG 118884,2019-2020,122
IG 118890,2019-2020,93
IG 118891,2019-2020,119
IG 118892,2019-2020,118
IG 118901,2019-2020,119
IG 118906,2019-2020,118
IG 118908,2019-2020,124
IG 118915,2019-2020,124
IG 118920,2019-2020,109
IG 118922,2019-2020,109
IG 118927,2019-2020,119
IG 118950,2019-2020,118
IG 118957,2019-2020,121
IG 118960,2019-2020,119
IG 118964,2019-2020,111
IG 118977,2019-2020,117
IG 118978,2019-2020,124
IG 118986,2019-2020,122
IG 118987,2019-2020,124
IG 118989,2019-2020,124
IG 118990,2019-2020,110
IG 118995,2019-2020,120
IG 118998,2019-2020,125
IG 119006,2019-2020,124
IG 119010,2019-2020,119
IG 119016,2019-2020,127
IG 119021,2019-2020,125
IG 119024,2019-2020,123
IG 119026,2019-2020,117
IG 119039,2019-2020,123
IG 119040,2019-2020,118
IG 119042,2019-2020,118
IG 119050,2019-2020,119
IG 119053,2019-2020,120
IG 119058,2019-2020,124
IG 119062,2019-2020,119
IG 119063,2019-2020,120
IG 119069,2019-2020,118
IG 119071,2019-2020,118
IG 119074,2019-2020,124
IG 119076,2019-2020,129
IG 119079,2019-2020,141
IG 119088,2019-2020,119
IG 119091,2019-2020,118
IG 119093,2019-2020,118
IG 119096,2019-2020,120
IG 119099,2019-2020,119
IG 119103,2019-2020,122
IG 119104,2019-2020,120
IG 119106,2019-2020,122
IG 119115,2019-2020,126
IG 119123,2019-2020,118
IG 119125,2019-2020,116
IG 119126,2019-2020,118
IG 119133,2019-2020,122
IG 119135,2019-2020,120
IG 119137,2019-2020,121
IG 119138,2019-2020,119
IG 119149,2019-2020,121
IG 119155,2019-2020,121
IG 119157,2019-2020,124
IG 119165,2019-2020,119
IG 119166,2019-2020,119
IG 119167,2019-2020,121
IG 119180,2019-2020,122
IG 119182,2019-2020,124
IG 119185,2019-2020,124
IG 119187,2019-2020,119
IG 119193,2019-2020,118
IG 119201,2019-2020,128
IG 119202,2019-2020,120
IG 119209,2019-2020,119
IG 119211,2019-2020,120
IG 119223,2019-2020,119
IG 119224,2019-2020,119
IG 119227,2019-2020,130
IG 119229,2019-2020,119
IG 119233,2019-2020,118
IG 119236,2019-2020,124
IG 119240,2019-2020,123
IG 119243,2019-2020,123
IG 119244,2019-2020,122
IG 119246,2019-2020,117
IG 119253,2019-2020,123
IG 119262,2019-2020,111
IG 119264,2019-2020,122
IG 119268,2019-2020,122
IG 119269,2019-2020,120
IG 119271,2019-2020,111
IG 119272,2019-2020,120
IG 119276,2019-2020,109
IG 119277,2019-2020,118
IG 119280,2019-2020,125
IG 119282,2019-2020,122
IG 119287,2019-2020,128
IG 119289,2019-2020,124
IG 119293,2019-2020,119
IG 119310,2019-2020,127
IG 119314,2019-2020,121
IG 119321,2019-2020,124
IG 119326,2019-2020,141
IG 119328,2019-2020,140
IG 119331,2019-2020,119
IG 119338,2019-2020,118
IG 119340,2019-2020,124
IG 119341,2019-2020,133
IG 119342,2019-2020,143
IG 119343,2019-2020,141
IG 119344,2019-2020,139
IG 119347,2019-2020,140
IG 119348,2019-2020,141
IG 119349,2019-2020,142
IG 119350,2019-2020,140
IG 119357,2019-2020,129
IG 119360,2019-2020,141
IG 119361,2019-2020,129
IG 119362,2019-2020,128
IG 119363,2019-2020,130
IG 119365,2019-2020,138
IG 119367,2019-2020,139
IG 119372,2019-2020,109
IG 119377,2019-2020,119
IG 119422,2019-2020,118
IG 121939,2019-2020,122
IG 121951,2019-2020,120
IG 121989,2019-2020,118
IG 122037,2019-2020,143
IG 122061,2019-2020,123
IG 122075,2019-2020,121
IG 122105,2019-2020,125
IG 122144,2019-2020,142
IG 122198,2019-2020,136
IG 122207,2019-2020,124
IG 122279,2019-2020,122
IG 122282,2019-2020,125
IG 122284,2019-2020,123
IG 122373,2019-2020,137
IG 122389,2019-2020,140
IG 122393,2019-2020,123
IG 122424,2019-2020,142
IG 122436,2019-2020,144
IG 122459,2019-2020,123
IG 122479,2019-2020,141
IG 122492,2019-2020,121
IG 122499,2019-2020,124
IG 122509,2019-2020,137
IG 122539,2019-2020,135
IG 122626,2019-2020,120
IG 122641,2019-2020,121
IG 122694,2019-2020,134
IG 122739,2019-2020,134
IG 122796,2019-2020,124
IG 122848,2019-2020,123
IG 122860,2019-2020,123
IG 122863,2019-2020,134
IG 123883,2019-2020,123
IG 123884,2019-2020,122
IG 123905,2019-2020,106
IG 124020,2019-2020,124
IG 126252,2019-2020,136
IG 126271,2019-2020,136
IG 126295,2019-2020,124
IG 126364,2019-2020,121
IG 127106,2019-2020,119
IG 127153,2019-2020,125
IG 127159,2019-2020,121
IG 127207,2019-2020,123
IG 127250,2019-2020,123
IG 127253,2019-2020,118
IG 127460,2019-2020,109
IG 127463,2019-2020,109
IG 127506,2019-2020,122
IG 127519,2019-2020,124
IG 127524,2019-2020,119
IG 127526,2019-2020,116
IG 127540,2019-2020,124
IG 127551,2019-2020,119
IG 127553,2019-2020,120
IG 127555,2019-2020,120
IG 127556,2019-2020,120
IG 127557,2019-2020,119
IG 127560,2019-2020,124
IG 127573,2019-2020,127
IG 127602,2019-2020,120
IG 127605,2019-2020,124
IG 127610,2019-2020,126
IG 127613,2019-2020,123
IG 127619,2019-2020,124
IG 127630,2019-2020,119
IG 127631,2019-2020,120
IG 127632,2019-2020,126
IG 127634,2019-2020,124
IG 127635,2019-2020,124
IG 127636,2019-2020,134
IG 127640,2019-2020,124
IG 127641,2019-2020,124
IG 127644,2019-2020,119
IG 127647,2019-2020,119
IG 127648,2019-2020,118
IG 127676,2019-2020,110
IG 127770,2019-2020,93
IG 127912,2019-2020,85
IG 130855,2019-2020,117
IG 130856,2019-2020,123
IG 130857,2019-2020,119
IG 130882,2019-2020,142
IG 130948,2019-2020,135
IG 130967,2019-2020,117
IG 130980,2019-2020,118
IG 130981,2019-2020,87
IG 130985,2019-2020,118
IG 130988,2019-2020,118
IG 130994,2019-2020,123
IG 130995,2019-2020,118
IG 131002,2019-2020,110
IG 131071,2019-2020,125
IG 131073,2019-2020,122
IG 131076,2019-2020,118
IG 131104,2019-2020,111
IG 131116,2019-2020,110
IG 131117,2019-2020,109
IG 131152,2019-2020,117
IG 131783,2019-2020,125
IG 135169,2019-2020,134
IG 135180,2019-2020,123
IG 135309,2019-2020,99
IG 135853,2019-2020,99
IG 138481,2019-2020,124
IG 138555,2019-2020,91
IG 138608,2019-2020,123
IG 138622,2019-2020,88
IG 138634,2019-2020,124
IG 138790,2019-2020,124
IG 138860,2019-2020,123
IG 138861,2019-2020,125
IG 138890,2019-2020,142
IG 139008,2019-2020,121
IG 139024,2019-2020,106
IG 139074,2019-2020,134
IG 139145,2019-2020,109
IG 139154,2019-2020,99
IG 139155,2019-2020,109
IG 139161,2019-2020,111
IG 139181,2019-2020,110
IG 139183,2019-2020,123
IG 139190,2019-2020,103
IG 139400,2019-2020,87
IG 139716,2019-2020,106
IG 139870,2019-2020,125
IG 141024,2019-2020,91
IG 141027,2019-2020,106
IG 141028,2019-2020,90
IG 141040,2019-2020,125
IG 141041,2019-2020,120
IG 141053,2019-2020,136
IG 141056,2019-2020,91
IG 141057,2019-2020,134
IG 141111,2019-2020,123
IG 141116,2019-2020,122
IG 141192,2019-2020,136
IG 141206,2019-2020,121
IG 141346,2019-2020,117
IG 142368,2019-2020,144
IG 142478,2019-2020,135
IG 142488,2019-2020,94
IG 142623,2019-2020,104
IG 144340,2019-2020,122
IG 144474,2019-2020,125
IG 144481,2019-2020,89
IG 144512,2019-2020,137
IG 144514,2019-2020,106
IG 144518,2019-2020,125
IG 144546,2019-2020,135
IG 145021,2019-2020,99
IG 145054,2019-2020,102
IG 145061,2019-2020,119
IG 146877,2019-2020,99
IG 147331,2019-2020,113
IG 147332,2019-2020,115
IG 170763,2019-2020,130
IG 170768,2019-2020,120
IG 170777,2019-2020,145
IG 170778,2019-2020,117
IG 170798,2019-2020,140
IG 170802,2019-2020,115
IG 170808,2019-2020,115
IG 170818,2019-2020,140
IG 170848,2019-2020,120
IG 170855,2019-2020,142
IG 170856,2019-2020,140
IG 170857,2019-2020,160
IG 170860,2019-2020,120
IG 170865,2019-2020,144
IG 170869,2019-2020,120
IG 170875,2019-2020,142
IG 170884,2019-2020,120
IG 170890,2019-2020,120
IG 170891,2019-2020,120
IG 170897,2019-2020,120
IG 170898,2019-2020,120
IG 170903,2019-2020,120
IG 170904,2019-2020,120
IG 170916,2019-2020,140
IG 170925,2019-2020,100
IG 170941,2019-2020,100
IG 170947,2019-2020,85
IG 170948,2019-2020,81
IG 170949,2019-2020,85
IG 170970,2019-2020,95
IG 170971,2019-2020,125
IG 170979,2019-2020,120
IG 170981,2019-2020,141
IG 170989,2019-2020,141
IG 170991,2019-2020,141
IG 170994,2019-2020,100
IG 170997,2019-2020,152
IG 171004,2019-2020,100
IG 171006,2019-2020,144
IG 171008,2019-2020,160
IG 171009,2019-2020,100
IG 171010,2019-2020,115
IG 171013,2019-2020,95
IG 171019,2019-2020,138
IG 171025,2019-2020,120
IG 171026,2019-2020,160
IG 171027,2019-2020,160
IG 41908,2019-2020,94
IG 41923,2019-2020,106
IG 41926,2019-2020,104
IG 41973,2019-2020,106
IG 42127,2019-2020,109
IG 43282,2019-2020,104
IG 43298,2019-2020,104
IG 43302,2019-2020,85
IG 43306,2019-2020,106
IG 43327,2019-2020,85
IG 44261,2019-2020,106
IG 44288,2019-2020,106
IG 44291,2019-2020,106
IG 44297,2019-2020,87
IG 44703,2019-2020,124
IG 45033,2019-2020,123
IG 80503,2019-2020,91
IG 80845,2019-2020,110
IG 82352,2019-2020,106
IG 82363,2019-2020,118
IG 82566,2019-2020,111
IG 82637,2019-2020,125
IG 82737,2019-2020,110
IG 82770,2019-2020,124
IG 82795,2019-2020,125
IG 82815,2019-2020,130
IG 82825,2019-2020,129
IG 82839,2019-2020,142
IG 82842,2019-2020,91
IG 82853,2019-2020,107
IG 82860,2019-2020,125
IG 82891,2019-2020,103
IG 82934,2019-2020,122
IG 83079,2019-2020,129
IG 83235,2019-2020,123
IG 83799,2019-2020,119
IG 83820,2019-2020,116
IG 83846,2019-2020,111
IG 83901,2019-2020,109
IG 83926,2019-2020,123
IG 83937,2019-2020,109
IG 83941,2019-2020,123
IG 83945,2019-2020,124
IG 84033,2019-2020,123
IG 84040,2019-2020,123
IG 84042,2019-2020,138
IG 84082,2019-2020,85
IG 84091,2019-2020,125
IG 84093,2019-2020,117
IG 84096,2019-2020,125
IG 84097,2019-2020,125
IG 84101,2019-2020,127
IG 84102,2019-2020,125
IG 84108,2019-2020,128
IG 84110,2019-2020,121
IG 84111,2019-2020,105
IG 84112,2019-2020,125
IG 84125,2019-2020,123
IG 84137,2019-2020,109
IG 84149,2019-2020,128
IG 84162,2019-2020,111
IG 84174,2019-2020,125
IG 84178,2019-2020,124
IG 84181,2019-2020,110
IG 84192,2019-2020,133
IG 84203,2019-2020,122
IG 84212,2019-2020,129
IG 84215,2019-2020,109
IG 84222,2019-2020,129
IG 84226,2019-2020,121
IG 84229,2019-2020,122
IG 84240,2019-2020,120
IG 84243,2019-2020,124
IG 84246,2019-2020,130
IG 84251,2019-2020,124
IG 84253,2019-2020,125
IG 84256,2019-2020,131
IG 84258,2019-2020,121
IG 84261,2019-2020,127
IG 84265,2019-2020,130
IG 84267,2019-2020,126
IG 84279,2019-2020,127
IG 84283,2019-2020,123
IG 84294,2019-2020,124
IG 84297,2019-2020,123
IG 84324,2019-2020,125
IG 84325,2019-2020,135
IG 84344,2019-2020,127
IG 84369,2019-2020,111
IG 84372,2019-2020,110
IG 84377,2019-2020,118
IG 84385,2019-2020,126
IG 84401,2019-2020,127
IG 84405,2019-2020,130
IG 84425,2019-2020,127
IG 84446,2019-2020,124
IG 84447,2019-2020,124
IG 84448,2019-2020,119
IG 84458,2019-2020,124
IG 84476,2019-2020,121
IG 84487,2019-2020,107
IG 84489,2019-2020,118
IG 84490,2019-2020,111
IG 84492,2019-2020,126
IG 84493,2019-2020,127
IG 84497,2019-2020,116
IG 84498,2019-2020,121
IG 84501,2019-2020,120
IG 84509,2019-2020,121
IG 84518,2019-2020,125
IG 84521,2019-2020,127
IG 84551,2019-2020,118
IG 84564,2019-2020,108
IG 84568,2019-2020,126
IG 84570,2019-2020,116
IG 84584,2019-2020,128
IG 84588,2019-2020,124
IG 84590,2019-2020,140
IG 84592,2019-2020,121
IG 84595,2019-2020,118
IG 84618,2019-2020,124
IG 84641,2019-2020,124
IG 84644,2019-2020,127
IG 84645,2019-2020,109
IG 84657,2019-2020,121
IG 84667,2019-2020,132
IG 84672,2019-2020,121
IG 84681,2019-2020,121
IG 84694,2019-2020,128
IG 84701,2019-2020,130
IG 84709,2019-2020,130
IG 84717,2019-2020,121
IG 84733,2019-2020,138
IG 84734,2019-2020,141
IG 84737,2019-2020,118
IG 84738,2019-2020,119
IG 84742,2019-2020,123
IG 84744,2019-2020,117
IG 84753,2019-2020,120
IG 84756,2019-2020,141
IG 84763,2019-2020,143
IG 84769,2019-2020,111
IG 84784,2019-2020,127
IG 84790,2019-2020,139
IG 84791,2019-2020,122
IG 84799,2019-2020,140
IG 84814,2019-2020,126
IG 84815,2019-2020,123
IG 84817,2019-2020,122
IG 84823,2019-2020,117
IG 84842,2019-2020,111
IG 84858,2019-2020,123
IG 84859,2019-2020,109
IG 84876,2019-2020,129
IG 84881,2019-2020,107
IG 84894,2019-2020,110
IG 84914,2019-2020,119
IG 84987,2019-2020,117
IG 85018,2019-2020,118
IG 85026,2019-2020,119
IG 85032,2019-2020,118
IG 85051,2019-2020,118
IG 85065,2019-2020,119
IG 85070,2019-2020,120
IG 85072,2019-2020,122
IG 85298,2019-2020,120
IG 85521,2019-2020,124
IG 85660,2019-2020,118
IG 85662,2019-2020,116
IG 85663,2019-2020,115
IG 85703,2019-2020,119
IG 85732,2019-2020,110
IG 85780,2019-2020,123
IG 85831,2019-2020,124
IG 85958,2019-2020,122
IG 85959,2019-2020,109
IG 85969,2019-2020,111
IG 85979,2019-2020,110
IG 85989,2019-2020,110
IG 85991,2019-2020,111
IG 85993,2019-2020,109
IG 86057,2019-2020,124
IG 86179,2019-2020,110
IG 86412,2019-2020,85
IG 86598,2019-2020,121
IG 86663,2019-2020,126
IG 86682,2019-2020,125
IG 86687,2019-2020,123
IG 86696,2019-2020,124
IG 86969,2019-2020,109
IG 86975,2019-2020,109
IG 87068,2019-2020,109
IG 87073,2019-2020,111
IG 87627,2019-2020,126
IG 87635,2019-2020,127
IG 87672,2019-2020,125
IG 87690,2019-2020,109
IG 87692,2019-2020,128
IG 87695,2019-2020,111
IG 87705,2019-2020,121
IG 87720,2019-2020,110
IG 87724,2019-2020,111
IG 88180,2019-2020,112
IG 89959,2019-2020,128
IG 92267,2019-2020,102
IG 92286,2019-2020,99
IG 92304,2019-2020,121
IG 92305,2019-2020,109
IG 92348,2019-2020,118
IG 92391,2019-2020,107
IG 92496,2019-2020,124
IG 92497,2019-2020,124
IG 92549,2019-2020,124
IG 92551,2019-2020,120
IG 92563,2019-2020,126
IG 92569,2019-2020,124
IG 92729,2019-2020,91
IG 92788,2019-2020,124
IG 92848,2019-2020,111
IG 92950,2019-2020,121
IG 92955,2019-2020,122
IG 92957,2019-2020,122
IG 92961,2019-2020,124
IG 92971,2019-2020,125
IG 92972,2019-2020,121
IG 94253,2019-2020,107
IG 94428,2019-2020,122
IG 94617,2019-2020,124
IG 94705,2019-2020,107
IG 94709,2019-2020,106
IG 94792,2019-2020,99
IG 94986,2019-2020,122
IG 95018,2019-2020,111
IG 95719,2019-2020,123
IG 95732,2019-2020,109
IG 95789,2019-2020,99
IG 95798,2019-2020,111
IG 95802,2019-2020,119
IG 95803,2019-2020,109
IG 95806,2019-2020,111
IG 95807,2019-2020,111
IG 95814,2019-2020,111
IG 95822,2019-2020,99
IG 95825,2019-2020,100
IG 95830,2019-2020,109
IG 95838,2019-2020,130
IG 95841,2019-2020,124
IG 95846,2019-2020,127
IG 95849,2019-2020,117
IG 95853,2019-2020,111
IG 95857,2019-2020,119
IG 95861,2019-2020,121
IG 95862,2019-2020,114
IG 95876,2019-2020,124
IG 95881,2019-2020,110
IG 95896,2019-2020,109
IG 95900,2019-2020,109
IG 95901,2019-2020,109
IG 95903,2019-2020,115
IG 95905,2019-2020,117
IG 95913,2019-2020,109
IG 95930,2019-2020,110
IG 95932,2019-2020,110
IG 95933,2019-2020,111
IG 95943,2019-2020,117
IG 95957,2019-2020,121
IG 95961,2019-2020,126
IG 95965,2019-2020,122
IG 95967,2019-2020,131
IG 95969,2019-2020,133
IG 95970,2019-2020,127
IG 95971,2019-2020,129
IG 95979,2019-2020,111
IG 95981,2019-2020,116
IG 95994,2019-2020,127
IG 96003,2019-2020,127
IG 96008,2019-2020,124
IG 96015,2019-2020,127
IG 96020,2019-2020,122
IG 96021,2019-2020,107
IG 96028,2019-2020,125
IG 96033,2019-2020,123
IG 96038,2019-2020,111
IG 96043,2019-2020,123
IG 96046,2019-2020,140
IG 96052,2019-2020,121
IG 96062,2019-2020,120
IG 96078,2019-2020,130
IG 96079,2019-2020,133
IG 96081,2019-2020,134
IG 96082,2019-2020,124
IG 96083,2019-2020,131
IG 96091,2019-2020,117
IG 96095,2019-2020,132
IG 96120,2019-2020,128
IG 96125,2019-2020,124
IG 96126,2019-2020,127
IG 96154,2019-2020,110
IG 96159,2019-2020,111
IG 96160,2019-2020,103
IG 96167,2019-2020,123
IG 96183,2019-2020,111
IG 96184,2019-2020,109
IG 96288,2019-2020,119
IG 96340,2019-2020,100
IG 96345,2019-2020,99
IG 96346,2019-2020,113
IG 96350,2019-2020,114
IG 96359,2019-2020,99
IG 96362,2019-2020,99
IG 96364,2019-2020,99
IG 96367,2019-2020,99
IG 96372,2019-2020,125
IG 96377,2019-2020,140
IG 96385,2019-2020,129
IG 96393,2019-2020,117
IG 96394,2019-2020,124
IG 96400,2019-2020,128
IG 96402,2019-2020,96
IG 96403,2019-2020,111
IG 96405,2019-2020,124
IG 96410,2019-2020,120
IG 96417,2019-2020,126
IG 96424,2019-2020,120
IG 96432,2019-2020,122
IG 97183,2019-2020,109
IG 97184,2019-2020,109
IG 97188,2019-2020,114
IG 97191,2019-2020,116
IG 97219,2019-2020,109
IG 97224,2019-2020,109
IG 97231,2019-2020,110
IG 97353,2019-2020,109
IG 97354,2019-2020,109
IG 97355,2019-2020,121
IG 97356,2019-2020,120
IG 97357,2019-2020,118
IG 97358,2019-2020,90
IG 97359,2019-2020,125
IG 97360,2019-2020,122
IG 97361,2019-2020,122
IG 97362,2019-2020,121
IG 97363,2019-2020,117
IG 97364,2019-2020,120
IG 97365,2019-2020,123
IG 97366,2019-2020,109
IG 97367,2019-2020,117
IG 97369,2019-2020,109
IG 97371,2019-2020,110
IG 97373,2019-2020,93
IG 97377,2019-2020,109
IG 97380,2019-2020,111
IG 97381,2019-2020,128
IG 97385,2019-2020,126
IG 97388,2019-2020,123
IG 97390,2019-2020,119
IG 97392,2019-2020,122
IG 97394,2019-2020,90
IG 97396,2019-2020,120
IG 97397,2019-2020,90
IG 97398,2019-2020,119
IG 97410,2019-2020,123
IG 97411,2019-2020,141
IG 97417,2019-2020,109
IG 97419,2019-2020,111
IG 97432,2019-2020,127
IG 97434,2019-2020,124
IG 97435,2019-2020,121
IG 97436,2019-2020,124
IG 97437,2019-2020,126
IG 97439,2019-2020,127
IG 97444,2019-2020,126
IG 97445,2019-2020,124
IG 97446,2019-2020,124
IG 97447,2019-2020,124
IG 97448,2019-2020,109
IG 97451,2019-2020,120
IG 97453,2019-2020,109
IG 97454,2019-2020,118
IG 97455,2019-2020,109
IG 97456,2019-2020,122
IG 97458,2019-2020,120
IG 97459,2019-2020,118
IG 97460,2019-2020,109
IG 97461,2019-2020,124
IG 97462,2019-2020,125
IG 97463,2019-2020,119
IG 97464,2019-2020,121
IG 97466,2019-2020,115
IG 97469,2019-2020,125
IG 97470,2019-2020,129
IG 97473,2019-2020,127
IG 97474,2019-2020,130
IG 97477,2019-2020,121
IG 97478,2019-2020,126
IG 97481,2019-2020,123
IG 97482,2019-2020,122
IG 97483,2019-2020,121
IG 97484,2019-2020,117
IG 97485,2019-2020,111
IG 97486,2019-2020,116
IG 97496,2019-2020,141
IG 97497,2019-2020,107
IG 97498,2019-2020,111
IG 97499,2019-2020,110
IG 97500,2019-2020,140
IG 97504,2019-2020,107
IG 97505,2019-2020,123
IG 97508,2019-2020,109
IG 97524,2019-2020,84
IG 97546,2019-2020,111
IG 97552,2019-2020,109
IG 97553,2019-2020,109
IG 97560,2019-2020,111
IG 97562,2019-2020,111
IG 97563,2019-2020,109
IG 97567,2019-2020,110
IG 97626,2019-2020,109
IG 97637,2019-2020,109
IG 97640,2019-2020,109
IG 97643,2019-2020,109
IG 97644,2019-2020,99
IG 97646,2019-2020,110
IG 97648,2019-2020,109
IG 97650,2019-2020,111
IG 97654,2019-2020,99
IG 97656,2019-2020,109
IG 97659,2019-2020,99
IG 97660,2019-2020,99
IG 97664,2019-2020,109
IG 97667,2019-2020,99
IG 97669,2019-2020,99
IG 97686,2019-2020,109
IG 97688,2019-2020,103
IG 97690,2019-2020,111
IG 97692,2019-2020,111
IG 97698,2019-2020,109
IG 97701,2019-2020,103
IG 97702,2019-2020,103
IG 97704,2019-2020,110
IG 97705,2019-2020,109
IG 97712,2019-2020,125
IG 97718,2019-2020,111
IG 97737,2019-2020,109
IG 97749,2019-2020,109
IG 97827,2019-2020,88
IG 97828,2019-2020,120
IG 97829,2019-2020,121
IG 97901,2019-2020,99
IG 97908,2019-2020,121
IG 97909,2019-2020,109
IG 97910,2019-2020,110
IG 98014,2019-2020,120
IG 98015,2019-2020,124
IG 98043,2019-2020,121
IG 98056,2019-2020,124
IG 98130,2019-2020,120
IG 98260,2019-2020,106
IG 98273,2019-2020,128
IG 98283,2019-2020,115
IG 98318,2019-2020,119
IG 98321,2019-2020,118
IG 98345,2019-2020,122
IG 98373,2019-2020,116
IG 98379,2019-2020,119
IG 98405,2019-2020,120
IG 98414,2019-2020,107
IG 98428,2019-2020,109
IG 98433,2019-2020,107
IG 98436,2019-2020,109
IG 98551,2019-2020,117
IG 98559,2019-2020,110
IG 98561,2019-2020,109
IG 98587,2019-2020,109
IG 98594,2019-2020,117
IG 98608,2019-2020,120
IG 98611,2019-2020,109
IG 98613,2019-2020,121
IG 98673,2019-2020,141
IG 98713,2019-2020,123
IG 98714,2019-2020,121
IG 98716,2019-2020,109
IG 98719,2019-2020,130
IG 98720,2019-2020,118
IG 98722,2019-2020,127
IG 98813,2019-2020,101
IG 98817,2019-2020,99
IG 98818,2019-2020,110
IG 98823,2019-2020,103
IG 98824,2019-2020,100
IG 98827,2019-2020,109
IG 98831,2019-2020,109
IG 98835,2019-2020,110
IG 98838,2019-2020,109
IG 98840,2019-2020,122
IG 98849,2019-2020,109
IG 98852,2019-2020,120
IG 98853,2019-2020,109
IG 98857,2019-2020,108
IG 98859,2019-2020,109
IG 98861,2019-2020,111
IG 98928,2019-2020,122
IG 98931,2019-2020,97
IG 98934,2019-2020,98
IG 98937,2019-2020,124
IG 99008,2019-2020,123
IG 99045,2019-2020,109
IG 99106,2019-2020,99
IG 99107,2019-2020,108
IG 99108,2019-2020,102
IG 99111,2019-2020,99
IG 99112,2019-2020,99
IG 99113,2019-2020,99
IG 99115,2019-2020,102
IG 99116,2019-2020,99
IG 99117,2019-2020,97
IG 99119,2019-2020,102
IG 99123,2019-2020,104
IG 99128,2019-2020,125
IG 99129,2019-2020,109
IG 99130,2019-2020,109
IG 99133,2019-2020,124
IG 99137,2019-2020,99
IG 99138,2019-2020,109
IG 99142,2019-2020,99
IG 99143,2019-2020,109
IG 99144,2019-2020,99
IG 99145,2019-2020,99
IG 99146,2019-2020,99
IG 99147,2019-2020,125
IG 99148,2019-2020,121
IG 99153,2019-2020,107
IG 99155,2019-2020,103
IG 99156,2019-2020,111
IG 99164,2019-2020,110
IG 99165,2019-2020,109
IG 99166,2019-2020,109
IG 99173,2019-2020,123
IG 99177,2019-2020,99
IG 99178,2019-2020,99
IG 99179,2019-2020,109
IG 99186,2019-2020,96
IG 99187,2019-2020,103
IG 99188,2019-2020,101
IG 99189,2019-2020,92
IG 99191,2019-2020,99
IG 99193,2019-2020,99
IG 99197,2019-2020,90
IG 99198,2019-2020,88
IG 99200,2019-2020,99
IG 99201,2019-2020,97
IG 99214,2019-2020,102
IG 99226,2019-2020,106
IG 99228,2019-2020,110
IG 99261,2019-2020,110
