genotype,days_to_heading_BLUE,plant_height_BLUE,thousand_kernel_weight_BLUE
IG 94081,NA,NA,NA
IG 94082,NA,112.11,NA
IG 94083,NA,NA,NA
IG 94084,NA,92.23,NA
IG 94085,NA,99.52,NA
IG 94086,NA,91.35,NA
IG 94087,NA,102.56,NA
IG 94088,146.61,123.18,34.17
IG 94089,NA,NA,NA
IG 94090,146.03,95.22,NA
IG 94091,NA,110.69,NA
IG 94092,144.86,111.55,NA
IG 94093,NA,NA,NA
IG 94094,125.74,96.03,NA
IG 94095,143.26,119.15,46.67
IG 94096,146.45,106.36,NA
IG 94097,NA,89.39,NA
IG 94098,NA,NA,NA
IG 94100,140.44,124.59,44.92
IG 94101,NA,NA,NA
IG 94102,147.21,97.43,NA
IG 94103,146.94,105.84,NA
IG 94104,NA,104.3,NA
IG 94105,NA,NA,NA
IG 94106,NA,111.09,NA
IG 94107,NA,NA,NA
IG 94108,NA,NA,NA
IG 94109,NA,115.09,NA
IG 94110,NA,NA,NA
IG 94111,145.08,104.86,NA
IG 94112,NA,87.37,NA
IG 94113,NA,115.69,NA
IG 94114,NA,NA,NA
IG 94115,NA,NA,NA
IG 94116,NA,110.9,NA
IG 94119,NA,120.29,NA
IG 94120,NA,NA,NA
IG 94121,NA,NA,NA
IG 94122,NA,124.35,NA
IG 94123,NA,117.5,NA
IG 94124,NA,NA,NA
IG 94125,NA,NA,NA
IG 94126,NA,112.7,NA
IG 94127,NA,NA,NA
IG 94128,NA,NA,NA
IG 94129,146.45,99.34,NA
IG 94130,NA,123.47,NA
IG 94131,NA,NA,NA
IG 94132,NA,NA,NA
IG 94133,NA,NA,NA
IG 94135,NA,123.9,NA
IG 94136,NA,128.27,NA
IG 94137,NA,NA,NA
IG 94138,NA,NA,NA
IG 94139,NA,117.09,NA
IG 94141,NA,NA,NA
IG 94142,155.48,107.19,NA
IG 94143,NA,NA,NA
IG 94144,NA,NA,NA
IG 94145,NA,NA,NA
IG 94146,NA,NA,NA
IG 94150,NA,NA,NA
IG 94151,NA,NA,NA
IG 94152,NA,NA,NA
IG 94153,NA,NA,NA
IG 94154,NA,NA,NA
IG 94155,NA,NA,NA
IG 94156,NA,NA,NA
IG 94157,NA,NA,NA
IG 94159,NA,NA,NA
IG 94160,NA,NA,NA
IG 94162,NA,NA,NA
IG 94163,NA,NA,NA
IG 94164,NA,NA,NA
IG 94166,NA,NA,NA
IG 94167,NA,NA,NA
IG 94170,NA,NA,NA
IG 94171,NA,NA,NA
IG 94172,NA,NA,NA
IG 94174,NA,111.96,NA
IG 94175,NA,NA,NA
IG 94177,NA,NA,NA
IG 94180,NA,NA,NA
IG 94181,NA,NA,NA
IG 94183,NA,NA,NA
IG 94188,NA,NA,NA
IG 94189,NA,NA,NA
IG 94190,NA,NA,NA
IG 94191,NA,NA,NA
IG 94193,NA,NA,NA
IG 94194,NA,NA,NA
IG 94195,NA,100.48,NA
IG 94196,NA,97.46,NA
IG 94197,NA,NA,NA
IG 94198,NA,NA,NA
IG 94199,NA,104,NA
IG 94200,NA,112.79,NA
IG 94201,NA,NA,NA
IG 94202,NA,NA,NA
IG 94203,NA,NA,NA
IG 94204,125.6,99.75,NA
IG 94205,NA,NA,NA
IG 94206,NA,100.63,NA
IG 94207,NA,NA,NA
IG 94208,NA,NA,NA
IG 94209,NA,NA,NA
IG 94210,NA,111.59,NA
IG 94211,NA,109.55,NA
IG 94212,NA,NA,NA
IG 94213,145.05,102.65,NA
IG 94214,NA,NA,NA
IG 94215,NA,NA,NA
IG 94216,NA,114.68,NA
IG 94217,NA,NA,NA
IG 94218,NA,NA,NA
IG 94219,NA,NA,NA
IG 94220,NA,NA,NA
IG 94221,NA,105.5,NA
IG 94222,NA,84.29,NA
IG 94223,NA,NA,NA
IG 94224,NA,NA,NA
IG 94225,141.91,111.98,41.52
IG 94227,NA,102.3,NA
IG 94228,NA,NA,NA
IG 94229,NA,NA,NA
IG 94230,NA,NA,NA
IG 94231,NA,NA,NA
IG 94232,NA,NA,NA
IG 94233,NA,109.27,NA
IG 94236,NA,128.34,NA
IG 94237,NA,NA,NA
IG 94238,NA,103.49,NA
IG 94239,NA,NA,NA
IG 94240,NA,NA,NA
IG 94243,NA,NA,NA
IG 94245,NA,NA,50.37
IG 94246,NA,NA,NA
IG 94247,NA,NA,NA
IG 94249,NA,NA,NA
IG 94253,131.22,99.38,39.6
IG 94255,NA,NA,NA
IG 94257,NA,NA,NA
IG 94260,NA,NA,NA
IG 94262,NA,NA,NA
IG 94263,NA,88.71,NA
IG 94265,NA,NA,NA
IG 94266,NA,NA,NA
IG 94267,NA,NA,NA
IG 94268,NA,103.91,NA
IG 94270,NA,NA,NA
IG 94273,NA,73.92,NA
IG 94274,NA,NA,NA
IG 94276,NA,105.88,NA
IG 94277,125.8,98.3,48.06
IG 94278,NA,NA,NA
IG 94279,126.23,87.69,NA
IG 94280,130.89,103.03,NA
IG 94281,NA,106.12,NA
IG 94282,NA,NA,NA
IG 94284,NA,67.49,NA
IG 94285,NA,NA,NA
IG 94288,NA,NA,NA
IG 94289,NA,81.96,NA
IG 94290,NA,76.69,NA
IG 94291,NA,81.4,NA
IG 94292,NA,82.7,NA
IG 94293,NA,74.55,NA
IG 94294,128.01,75.9,NA
IG 94295,NA,78.36,NA
IG 94296,NA,NA,NA
IG 94297,NA,82.14,NA
IG 94298,NA,88.63,NA
IG 94299,NA,NA,NA
IG 94300,NA,NA,NA
IG 94301,NA,NA,NA
IG 94302,NA,NA,NA
IG 94303,NA,NA,NA
IG 94304,NA,76.39,NA
IG 94305,NA,99.09,NA
IG 94306,NA,119.95,NA
IG 94307,NA,NA,NA
IG 94308,NA,NA,NA
IG 94309,NA,NA,NA
IG 94310,NA,NA,NA
IG 94311,NA,NA,NA
IG 94312,NA,106.7,NA
IG 94314,141.17,123.87,49.27
IG 94315,NA,100.83,NA
IG 94316,NA,NA,NA
IG 94317,NA,NA,NA
IG 94319,NA,NA,NA
IG 94320,NA,NA,NA
IG 94321,NA,NA,NA
IG 94322,NA,NA,NA
IG 94323,NA,NA,NA
IG 94325,NA,NA,NA
IG 94326,NA,NA,NA
IG 94327,NA,NA,NA
IG 94328,NA,NA,NA
IG 94329,NA,79.91,NA
IG 94330,NA,102.79,NA
IG 94331,141.37,104.67,35.15
IG 94332,NA,NA,NA
IG 94333,NA,107.87,NA
IG 94334,NA,105.7,NA
IG 94335,NA,NA,NA
IG 94336,NA,NA,NA
IG 94338,NA,109.49,NA
IG 94341,NA,102.7,NA
IG 94342,124.66,100.26,NA
IG 94343,NA,NA,NA
IG 94344,NA,NA,NA
IG 94345,NA,103.86,NA
IG 94346,NA,NA,NA
IG 94347,NA,104.92,NA
IG 94348,131.78,105.27,NA
IG 94349,NA,103.07,NA
IG 94350,NA,98.26,NA
IG 94351,131.6,100.57,NA
IG 94352,NA,102.95,NA
IG 94353,NA,103.26,NA
IG 94354,NA,NA,NA
IG 94355,NA,NA,NA
IG 94356,NA,NA,NA
IG 94357,NA,103.63,NA
IG 94358,NA,NA,NA
IG 94359,NA,101.77,NA
IG 94360,NA,99.92,NA
IG 94361,NA,NA,NA
IG 94362,125.28,99.03,NA
IG 94363,NA,102.33,NA
IG 94364,NA,105.11,NA
IG 94366,NA,NA,NA
IG 94368,NA,NA,NA
IG 94371,NA,NA,NA
IG 94374,NA,NA,NA
IG 94375,NA,NA,NA
IG 94376,NA,NA,NA
IG 94377,NA,NA,NA
IG 94379,NA,104.81,NA
IG 94380,NA,NA,NA
IG 94381,NA,NA,NA
IG 94382,NA,NA,NA
IG 94385,NA,NA,NA
IG 94386,NA,NA,NA
IG 94388,NA,101.87,NA
IG 94389,NA,NA,NA
IG 94390,NA,NA,NA
IG 94392,NA,NA,NA
IG 94394,NA,NA,NA
IG 94396,NA,NA,NA
IG 94397,NA,NA,NA
IG 94401,NA,NA,NA
IG 94404,NA,NA,NA
IG 94405,NA,105.51,NA
IG 94406,NA,NA,NA
IG 94407,NA,NA,NA
IG 94408,NA,NA,NA
IG 94409,NA,NA,NA
IG 94410,NA,NA,NA
IG 94411,NA,123.95,NA
IG 94415,NA,NA,NA
IG 94416,NA,NA,NA
IG 94417,NA,99.08,NA
IG 94418,NA,106.49,NA
IG 94419,NA,NA,NA
IG 94420,NA,102.29,NA
IG 94421,NA,NA,NA
IG 94423,NA,NA,NA
IG 94424,NA,103.5,NA
IG 94426,NA,NA,NA
IG 94427,NA,105.51,NA
IG 94428,139.01,105.14,55.25
IG 94429,NA,107.7,NA
IG 94430,NA,NA,NA
IG 94432,NA,NA,NA
IG 94434,NA,127.13,NA
IG 94435,NA,85.31,31.91
IG 94436,NA,101.15,NA
IG 94437,144.55,99.74,NA
IG 94438,NA,98.87,NA
IG 94439,NA,NA,NA
IG 94441,NA,115.5,NA
IG 94443,NA,NA,NA
IG 94444,NA,NA,NA
IG 94447,NA,NA,NA
IG 94448,NA,102.1,NA
IG 94449,NA,NA,NA
IG 94451,NA,NA,NA
IG 94452,NA,126.74,43.57
IG 94453,155.19,98.59,NA
IG 94455,NA,NA,NA
IG 94456,NA,NA,NA
IG 94457,NA,NA,NA
IG 94458,NA,109.17,NA
IG 94459,NA,NA,NA
IG 94460,NA,NA,NA
IG 94461,NA,NA,NA
IG 94462,NA,NA,NA
IG 94464,NA,NA,NA
IG 94465,NA,NA,NA
IG 94467,NA,NA,NA
IG 94469,NA,108.89,NA
IG 94470,NA,NA,NA
IG 94472,NA,NA,NA
IG 94473,NA,NA,NA
IG 94474,NA,90.37,NA
IG 94475,NA,96.44,NA
IG 94476,NA,NA,NA
IG 94477,NA,111.9,NA
IG 94478,NA,NA,NA
IG 94479,NA,NA,NA
IG 94481,NA,NA,NA
IG 94483,NA,NA,NA
IG 94484,NA,NA,NA
IG 94486,NA,NA,NA
IG 94488,NA,NA,NA
IG 94491,NA,NA,NA
IG 94493,NA,NA,NA
IG 94494,NA,NA,NA
IG 94495,NA,NA,NA
IG 94497,NA,NA,NA
IG 94499,NA,NA,NA
IG 94502,NA,NA,NA
IG 94503,NA,NA,NA
IG 94506,NA,NA,NA
IG 94507,NA,NA,NA
IG 94509,NA,NA,NA
IG 94511,NA,90.79,NA
IG 94512,NA,106.96,NA
IG 94513,NA,NA,NA
IG 94514,NA,104.29,NA
IG 94518,NA,NA,NA
IG 94519,NA,NA,NA
IG 94520,NA,NA,NA
IG 94521,NA,NA,NA
IG 94522,NA,NA,NA
IG 94523,NA,NA,NA
IG 94524,NA,NA,NA
IG 94527,NA,NA,NA
IG 94529,NA,NA,NA
IG 94530,NA,98.21,NA
IG 94531,146.26,108.24,NA
IG 94532,NA,95.14,NA
IG 94533,NA,NA,NA
IG 94534,NA,NA,NA
IG 94535,NA,NA,NA
IG 94536,NA,NA,NA
IG 94537,NA,NA,NA
IG 94538,NA,NA,NA
IG 94539,NA,NA,NA
IG 94542,NA,NA,NA
IG 94546,NA,NA,NA
IG 94548,NA,NA,NA
IG 94549,NA,NA,NA
IG 94550,NA,NA,NA
IG 94554,NA,NA,NA
IG 94557,123.98,112.47,NA
IG 94558,NA,NA,NA
IG 94559,NA,NA,NA
IG 94560,NA,NA,NA
IG 94562,NA,NA,NA
IG 94563,NA,NA,NA
IG 94564,NA,NA,NA
IG 94566,NA,NA,NA
IG 94567,NA,102.52,NA
IG 94568,NA,107.29,NA
IG 94569,NA,NA,NA
IG 94570,NA,NA,NA
IG 94571,NA,NA,NA
IG 94572,NA,NA,NA
IG 94573,NA,NA,NA
IG 94574,NA,NA,NA
IG 94578,NA,NA,NA
IG 94579,NA,NA,NA
IG 94580,NA,NA,NA
IG 94581,NA,NA,NA
IG 94582,NA,NA,NA
IG 94585,NA,NA,NA
IG 94586,NA,NA,NA
IG 94587,NA,NA,NA
IG 94589,NA,NA,NA
IG 94590,NA,88.51,NA
IG 94591,NA,NA,NA
IG 94593,133.5,108.29,43.67
IG 94594,NA,NA,NA
IG 94595,NA,90.5,NA
IG 94596,NA,NA,NA
IG 94597,NA,NA,NA
IG 94598,NA,NA,NA
IG 94599,NA,84.3,NA
IG 94600,NA,NA,NA
IG 94602,NA,NA,NA
IG 94604,NA,89.69,NA
IG 94605,NA,NA,NA
IG 94606,NA,NA,NA
IG 94607,NA,84.7,NA
IG 94608,NA,NA,NA
IG 94609,NA,NA,NA
IG 94610,NA,NA,NA
IG 94612,NA,NA,NA
IG 94614,NA,NA,NA
IG 94615,NA,106.16,NA
IG 94616,NA,109.57,40.22
IG 94617,140.35,110.89,40.05
IG 94618,NA,93.08,NA
IG 94619,NA,95.79,NA
IG 94620,NA,113.5,NA
IG 94621,NA,NA,NA
IG 94622,NA,NA,NA
IG 94623,NA,107.04,NA
IG 94624,148.18,112.86,39.67
IG 94625,NA,NA,NA
IG 94626,146.81,111.98,42.97
IG 94627,NA,89.42,40.84
IG 94628,NA,NA,NA
IG 94629,142.31,104.97,38.81
IG 94630,NA,NA,NA
IG 94631,140.33,112.31,38.87
IG 94632,NA,88.09,NA
IG 94633,NA,108.06,44.4
IG 94635,141.02,103.38,41.09
IG 94636,NA,110.08,NA
IG 94637,NA,NA,NA
IG 94638,NA,NA,NA
IG 94639,142.4,105.74,36.23
IG 94640,137.75,100.96,NA
IG 94641,NA,101.63,NA
IG 94642,124.06,106.69,NA
IG 94643,NA,94.29,NA
IG 94644,122.26,100.22,NA
IG 94645,131.86,101.85,47.27
IG 94646,124.61,103.47,NA
IG 94647,NA,100,NA
IG 94648,123.15,110.43,NA
IG 94649,141.36,102.82,41.47
IG 94650,NA,NA,NA
IG 94651,112.61,87.9,26.66
IG 94653,108.77,93.59,30.49
IG 94656,NA,94.7,NA
IG 94658,NA,NA,NA
IG 94659,NA,NA,NA
IG 94660,NA,88.5,NA
IG 94661,NA,NA,NA
IG 94662,NA,NA,NA
IG 94663,NA,NA,NA
IG 94664,149.63,104.47,NA
IG 94666,NA,101.9,NA
IG 94667,NA,NA,NA
IG 94668,NA,NA,NA
IG 94669,NA,106.71,38.92
IG 94670,124.47,94.18,NA
IG 94673,143.78,98.64,NA
IG 94674,NA,NA,NA
IG 94675,NA,NA,NA
IG 94676,134,108.36,NA
IG 94678,145.72,109.77,43.47
IG 94679,NA,NA,NA
IG 94680,NA,NA,NA
IG 94681,NA,95.57,NA
IG 94682,NA,90.33,33.21
IG 94683,NA,NA,NA
IG 94684,NA,NA,NA
IG 94686,NA,NA,34.41
IG 94687,NA,NA,NA
IG 94688,NA,NA,NA
IG 94690,NA,NA,NA
IG 94691,NA,NA,NA
IG 94692,NA,NA,NA
IG 94694,NA,NA,NA
IG 94695,NA,NA,NA
IG 94696,NA,99.07,NA
IG 94698,NA,106.65,NA
IG 94702,118.36,83.09,27.69
IG 94704,NA,84.29,NA
IG 94705,129.49,91.33,34.77
IG 94706,134.57,93.05,37.12
IG 94707,NA,NA,NA
IG 94708,NA,89.87,NA
IG 94709,130.46,82.14,23.99
IG 94710,NA,83.06,24.44
IG 94711,NA,NA,NA
IG 94712,NA,NA,NA
IG 94714,NA,NA,NA
IG 94716,NA,NA,NA
IG 94717,NA,97.07,NA
IG 94718,NA,NA,NA
IG 94719,NA,90.1,NA
IG 94720,131.81,91.27,27.69
IG 94721,135.37,87.75,28.47
IG 94722,136.09,89.99,30.01
IG 94723,NA,NA,NA
IG 94726,NA,NA,NA
IG 94727,NA,NA,NA
IG 94729,NA,NA,NA
IG 94730,NA,96.89,NA
IG 94731,NA,NA,NA
IG 94732,NA,NA,NA
IG 94733,NA,NA,NA
IG 94734,NA,NA,NA
IG 94735,NA,NA,NA
IG 94736,NA,NA,NA
IG 94738,NA,NA,NA
IG 94740,NA,NA,NA
IG 94742,NA,NA,NA
IG 94743,NA,NA,NA
IG 94744,NA,NA,NA
IG 94745,NA,NA,NA
IG 94748,NA,NA,NA
IG 94750,NA,NA,NA
IG 94751,NA,NA,NA
IG 94753,141.87,105.84,35.73
IG 94754,141.88,104.34,37.21
IG 94755,NA,NA,NA
IG 94757,NA,NA,NA
IG 94759,NA,NA,NA
IG 94760,NA,NA,NA
IG 94762,NA,NA,NA
IG 94763,138.66,95.78,NA
IG 94764,NA,100.5,NA
IG 94765,NA,NA,NA
IG 94766,NA,NA,NA
IG 94767,NA,NA,NA
IG 94768,NA,NA,NA
IG 94773,131.13,100.38,NA
IG 94774,NA,100.67,NA
IG 94775,131.36,102.29,NA
IG 94776,NA,106.48,NA
IG 94777,NA,NA,NA
IG 94778,NA,101.22,NA
IG 94779,NA,95.04,NA
IG 94780,133.2,102.05,NA
IG 94781,124.29,94.99,NA
IG 94782,NA,NA,NA
IG 94783,NA,NA,NA
IG 94784,NA,NA,NA
IG 94785,NA,NA,NA
IG 94786,NA,NA,NA
IG 94787,NA,NA,NA
IG 94788,131.26,96.3,NA
IG 94789,149.45,102.66,NA
IG 94792,127.95,87.6,39.95
IG 94794,152.66,100.53,NA
IG 94795,NA,NA,NA
IG 94796,131.08,111.04,41.68
IG 94797,143.12,108.99,35.6
IG 94799,NA,NA,NA
IG 94800,NA,NA,NA
IG 94801,NA,NA,NA
IG 94802,NA,102.88,NA
IG 94803,NA,NA,NA
IG 94805,NA,104.91,NA
IG 94806,NA,NA,NA
IG 94808,NA,NA,NA
IG 94809,NA,99.53,NA
IG 94810,NA,104.9,NA
IG 94811,NA,NA,NA
IG 94812,NA,89.27,NA
IG 94813,NA,NA,NA
IG 94814,141.14,110.65,37.49
IG 94815,NA,111.5,NA
IG 94817,NA,NA,NA
IG 94818,145.17,106.99,38.82
IG 94820,NA,93.69,37.58
IG 94821,NA,NA,NA
IG 94822,NA,109.71,NA
IG 94824,NA,NA,NA
IG 94825,NA,110.9,NA
IG 94826,NA,NA,NA
IG 94828,NA,114.9,NA
IG 94829,NA,NA,NA
IG 94830,NA,NA,NA
IG 94831,NA,97.57,NA
IG 94832,NA,NA,NA
IG 94833,NA,NA,NA
IG 94834,NA,NA,NA
IG 94835,NA,NA,NA
IG 94836,NA,111.5,NA
IG 94837,NA,NA,NA
IG 94842,147.72,111.14,39.12
IG 94843,NA,NA,NA
IG 94845,NA,NA,NA
IG 94847,NA,NA,NA
IG 94849,149.26,124.17,42.42
IG 94850,NA,NA,NA
IG 94851,132.34,105.25,45.52
IG 94852,131.29,105.5,48.23
IG 94853,132.64,106.16,47.06
IG 94854,134.57,105.02,46.51
IG 94855,131.55,105.15,45.57
IG 94856,127.99,99.4,44.74
IG 94857,127.21,103.39,45.14
IG 94858,132.51,102.26,45.41
IG 94859,131.6,102.96,47.53
IG 94860,131.62,106.19,47.56
IG 94861,131.01,103.6,47.72
IG 94862,128.24,104.73,44.38
IG 94863,132.29,106.57,46.56
IG 94864,133.48,104.37,45.43
IG 94865,133.86,105.38,43.97
IG 94866,133.97,107.39,45.51
IG 94867,131.87,102.09,45.94
IG 94868,132.02,97.24,44.36
IG 94869,131.6,103.88,47
IG 94870,133.92,100.06,45.28
IG 94871,134.31,108.54,40.92
IG 94872,131.61,104.81,49.21
IG 94873,128.81,111.33,37.86
IG 94874,NA,NA,NA
IG 94875,NA,NA,NA
IG 94876,NA,NA,NA
IG 94877,NA,132.75,NA
IG 94878,NA,96.62,NA
IG 94879,NA,NA,NA
IG 94881,NA,NA,NA
IG 94883,NA,107.88,NA
IG 94885,NA,101.31,42.01
IG 94886,NA,104.18,NA
IG 94887,132.19,104.27,46.21
IG 94888,NA,99.55,NA
IG 94889,131.22,106.08,48.82
IG 94890,133.64,103.78,44.31
IG 94891,131.6,103,48.22
IG 94892,130.81,106.84,48.93
IG 94893,NA,103.09,NA
IG 94894,131.44,102.5,43.41
IG 94895,161.09,122.8,45.97
IG 94897,NA,105.48,NA
IG 94898,NA,NA,NA
IG 94899,NA,NA,NA
IG 94901,NA,NA,NA
IG 94902,NA,NA,NA
IG 94904,NA,NA,NA
IG 94905,NA,NA,NA
IG 94906,141.61,109.1,33.52
IG 94909,130.31,102.95,44.71
IG 94911,NA,NA,NA
IG 94912,NA,NA,NA
IG 94914,NA,NA,NA
IG 94915,NA,NA,NA
IG 94916,NA,NA,NA
IG 94917,NA,106.9,NA
IG 94918,NA,NA,NA
IG 94919,NA,NA,NA
IG 94920,139.42,104.02,38.5
IG 94921,NA,NA,NA
IG 94922,149.47,106.12,NA
IG 94923,NA,111.5,NA
IG 94924,NA,NA,NA
IG 94925,NA,110.47,NA
IG 94926,NA,NA,NA
IG 94927,131.19,105.54,46.22
IG 94928,NA,NA,NA
IG 94930,NA,NA,NA
IG 94932,NA,114.69,NA
IG 94933,NA,NA,NA
IG 94935,NA,NA,NA
IG 94936,161.6,106.87,NA
IG 94937,NA,NA,NA
IG 94938,NA,NA,NA
IG 94939,NA,NA,NA
IG 94940,NA,NA,NA
IG 94941,NA,NA,NA
IG 94942,NA,NA,NA
IG 94943,NA,NA,NA
IG 94944,NA,NA,NA
IG 94945,NA,NA,NA
IG 94947,NA,NA,NA
IG 94948,NA,NA,NA
IG 94950,NA,NA,NA
IG 94951,NA,NA,NA
IG 94952,NA,NA,NA
IG 94954,145.17,101.52,38.84
IG 94955,141.09,100.71,30.33
IG 94956,141.4,109.03,35.44
IG 94957,NA,NA,NA
IG 94958,NA,NA,NA
IG 94959,140.34,100.8,29.23
IG 94960,NA,NA,NA
IG 94962,NA,NA,NA
IG 94963,153.82,109.95,NA
IG 94964,NA,NA,NA
IG 94965,NA,NA,NA
IG 94967,NA,NA,NA
IG 94968,NA,NA,NA
IG 94969,NA,NA,NA
IG 94970,NA,NA,NA
IG 94971,141.11,108.89,39.18
IG 94972,141.6,106.06,36.97
IG 94973,141.07,100.08,36.39
IG 94974,134.05,103.18,48.38
IG 94975,134,108.96,42.85
IG 94976,132.55,108.16,46.42
IG 94977,133.15,113.78,48.26
IG 94978,141.65,97.09,33.65
IG 94979,136.31,103.66,32.07
IG 94980,131.7,106.36,45.03
IG 94981,134.35,106.42,49.46
IG 94982,141.72,97.17,39.88
IG 94983,142.14,105.5,41.74
IG 94984,NA,NA,NA
IG 94986,127.94,105.77,41.98
IG 94988,NA,NA,NA
IG 94990,NA,NA,NA
IG 94991,NA,NA,NA
IG 94992,NA,NA,NA
IG 94993,NA,107.88,NA
IG 94994,NA,NA,NA
IG 94995,NA,NA,NA
IG 94997,NA,96.87,35.39
IG 94999,NA,NA,NA
IG 95001,NA,NA,NA
IG 95002,NA,NA,NA
IG 95003,NA,NA,NA
IG 95004,NA,NA,NA
IG 95009,183.3,105.06,45.88
IG 95011,141.71,98.84,43.11
IG 95012,NA,NA,NA
IG 95013,NA,103.9,NA
IG 95014,NA,NA,NA
IG 95015,NA,NA,NA
IG 95016,NA,101.08,NA
IG 95017,NA,NA,NA
IG 95018,136.13,116.28,45.23
IG 95020,NA,108.01,44.77
IG 95021,NA,100.69,NA
IG 95022,NA,102.71,NA
IG 95023,NA,NA,NA
IG 95024,NA,NA,NA
IG 95025,131.7,104.06,46.44
IG 95026,NA,NA,NA
IG 95027,NA,NA,NA
IG 95028,NA,NA,NA
IG 95029,NA,107.7,NA
IG 95030,NA,109.26,NA
IG 95031,NA,NA,NA
IG 95032,NA,NA,NA
IG 95033,152.4,92.42,41.82
IG 95034,NA,NA,NA
IG 95035,NA,86.71,NA
IG 95037,NA,101.95,NA
IG 95038,NA,NA,NA
IG 95039,NA,91.27,38.73
IG 95040,138.79,119.35,40.83
IG 95041,NA,NA,NA
IG 95044,NA,NA,NA
IG 95045,NA,86.74,NA
IG 95047,NA,83.26,NA
IG 95048,NA,NA,NA
IG 95050,NA,79.92,NA
IG 95051,NA,77.78,NA
IG 95053,NA,NA,NA
IG 95054,130.72,78.18,41.18
IG 95055,NA,NA,NA
IG 95056,NA,76.04,NA
IG 95057,NA,76.22,NA
IG 95058,NA,75.08,NA
IG 95059,135.99,106.59,40.82
IG 95060,NA,NA,NA
IG 95061,NA,NA,NA
IG 95063,138.12,92.84,39.45
IG 95066,NA,NA,NA
IG 95067,NA,NA,NA
IG 95068,NA,NA,NA
IG 95070,NA,NA,NA
IG 95073,NA,NA,NA
IG 95076,NA,NA,NA
IG 95079,NA,67.39,NA
IG 95080,NA,68.22,NA
IG 95081,NA,81.08,NA
IG 95082,NA,75.67,NA
IG 95083,NA,75.3,NA
IG 95084,NA,NA,NA
IG 95085,NA,87.1,NA
IG 95086,NA,NA,NA
IG 95087,NA,78.5,NA
IG 95089,NA,NA,NA
IG 95090,NA,78.69,NA
IG 95092,NA,83.74,NA
IG 95093,NA,NA,NA
IG 95094,NA,113.88,NA
IG 95095,NA,NA,NA
IG 95096,NA,NA,NA
IG 95101,NA,NA,NA
IG 95102,NA,NA,NA
IG 95104,NA,NA,NA
IG 95106,NA,NA,NA
IG 95107,NA,NA,NA
IG 95110,NA,107.9,NA
IG 95112,NA,NA,NA
IG 95113,NA,108.51,NA
IG 95114,NA,NA,NA
IG 95115,145.57,109.8,36.59
IG 95116,NA,NA,NA
IG 95117,NA,NA,NA
IG 95119,NA,NA,NA
IG 95121,NA,96.71,NA
IG 95122,NA,NA,NA
IG 95124,141.95,118.72,NA
IG 95125,131.49,111.72,NA
IG 95126,NA,NA,NA
IG 95127,NA,108.47,NA
IG 95128,NA,NA,NA
IG 95129,NA,97.89,NA
IG 95130,NA,101.41,NA
IG 95131,NA,107.14,NA
IG 95132,NA,NA,NA
IG 95133,NA,100.11,NA
IG 95134,NA,104,NA
IG 95135,NA,108.63,NA
IG 95136,NA,121.74,NA
IG 95137,NA,106.41,NA
IG 95138,NA,127.3,NA
IG 95142,NA,NA,NA
IG 95143,NA,NA,NA
IG 95144,NA,NA,NA
IG 95145,NA,NA,NA
IG 95147,NA,NA,NA
IG 95148,NA,105.48,NA
IG 95149,NA,NA,NA
IG 95150,NA,94.71,NA
IG 95153,NA,NA,NA
IG 95154,NA,85.69,NA
IG 95156,NA,NA,NA
IG 95158,NA,NA,NA
IG 95161,NA,109.67,NA
IG 95162,NA,NA,NA
IG 95163,NA,NA,NA
IG 95165,NA,104.69,NA
IG 95167,NA,NA,NA
IG 95168,NA,110.48,NA
IG 95169,NA,105.85,NA
IG 95171,NA,NA,NA
IG 95172,NA,NA,NA
IG 95173,NA,NA,NA
IG 95174,NA,NA,NA
IG 95175,NA,NA,NA
IG 95176,NA,NA,NA
IG 95177,NA,NA,NA
IG 95178,NA,NA,NA
IG 95179,NA,NA,NA
IG 95180,NA,86.48,NA
IG 95181,NA,NA,NA
IG 95182,NA,NA,NA
IG 95183,NA,NA,NA
IG 95184,NA,NA,NA
IG 95185,NA,106.4,NA
IG 95186,NA,102.33,NA
IG 95187,NA,108.34,NA
IG 95188,133.22,104.67,46.88
IG 95189,NA,107.52,NA
IG 95190,NA,NA,NA
IG 95191,NA,95.11,NA
IG 95192,NA,103.73,NA
IG 95193,NA,107.56,NA
IG 95194,NA,NA,NA
IG 95195,NA,NA,NA
IG 95196,NA,103.63,NA
IG 95197,NA,NA,NA
IG 95198,NA,106.4,NA
IG 95201,NA,NA,NA
IG 95202,NA,85.92,NA
IG 95203,NA,NA,NA
IG 95204,NA,NA,NA
IG 95205,NA,NA,NA
IG 95207,NA,84.3,NA
IG 95209,NA,NA,NA
IG 95211,NA,NA,NA
IG 95213,NA,NA,NA
IG 95214,NA,90.1,NA
IG 95216,NA,NA,NA
IG 95219,NA,NA,NA
IG 95223,NA,NA,NA
IG 95224,NA,NA,NA
IG 95225,NA,NA,NA
IG 95226,NA,104.65,NA
IG 95227,NA,NA,NA
IG 95228,NA,90.92,NA
IG 95231,NA,NA,NA
IG 95235,NA,85.32,NA
IG 95238,NA,NA,NA
IG 95239,NA,NA,NA
IG 95243,NA,NA,NA
IG 95244,144.82,116.07,44.67
IG 95245,143.02,107.72,44.37
IG 95246,NA,112.7,NA
IG 95247,NA,NA,NA
IG 95248,NA,NA,NA
